,label,nPos,nNeg,log_nPos,log_nNeg,rPos,rNeg,rTot,rCount,adj_rCount,radious,PosNeg,rPositiveness,adj_rPositiveness,theta,xp,yp,x,y,publishtime,subkey
5,냄새,14227,11958,9.562896846651167,9.38915578944085,0.009133794977215268,0.00874631090436328,0.008952666260260863,0.03396609070645978,0.24746530691827096,0.24746530691827096,0.5108356201976187,0.7620268789436407,0.7544794401864833,1.1851335332871977,0.09308984861141661,0.22928880961280595,0.2009387897865643,0.4949306138365419,2019-01-01,"냄새,향"
6,디자인,108009,88812,11.589969835967661,11.394277054985468,0.06934224092880044,0.06495880281303829,0.06729321084631672,0.27034758480440296,0.7533793524813922,0.7533793524813922,0.5163194491778793,0.9309457614221598,0.8060139481771127,1.2660837491420607,0.2260281243814154,0.7186735947103534,0.2627980085024457,0.8355862349875949,2019-01-01,"디자인,패션,아이템,스타일,연예인,고급,스타,핏,포인트,다양,패턴,화이트,컬러,블랙,핑크,색상,꽃,흰색,검정,캐릭터"
7,숨쉬기,154467,130328,11.947735760272858,11.777809628746006,0.0991684760487461,0.09532440270478823,0.09737157103650917,0.3922176799881419,0.8239873931411705,0.8239873931411705,0.5098822984383639,0.732661622150359,0.7341768154234275,1.1532422448850947,0.3341482249185052,0.7531933270013709,0.3915843129713017,0.8826582620941137,2019-01-01,"숨,호흡,편안,서림,숨쉬기,호흡,공기,운동,띰밸브"
8,브랜드,10796,8912,9.286930974137896,9.095153962167066,0.006931078271878543,0.006518407992949119,0.0067381763092312814,0.024993523737752245,0.19255825979332503,0.19255825979332503,0.5153414885447564,0.9008215511578084,0.796823522975377,1.251647462993491,0.06041679424975404,0.182834609380217,0.12725985307115265,0.38511651958665005,2019-01-01,"브랜드,크리넥스,웰킵스,필슨,유한킴벌리, 3M"
9,여름용마스크,18526,16556,9.826930429813974,9.714503852868623,0.011893771402817886,0.012109376428553142,0.011994555575423777,0.046291075779887426,0.3879122289233927,0.3879122289233927,0.49550881769237215,0.2899139883931763,0.2437785177068466,0.3829264001654193,0.3598177629180382,0.14493817591294947,0.5919414859489285,0.2384399217116512,2019-01-01,"여름,답답,더위,덴탈,덴탈마스크,통기성"
10,방한,6624,5398,8.798454696065095,8.59378379357795,0.004252636390600544,0.003948200891600016,0.004110328576698724,0.014346133013422139,0.1274022362944313,0.1274022362944313,0.5185612449390556,1.0,0.8270813158837933,1.299176292950952,0.0341810552387883,0.12273135408519294,0.07096382026881748,0.2548044725888626,2019-01-01,방한
11,가격,24469,20240,10.105162289234684,9.915416123401402,0.01570920287463839,0.014803924795476904,0.015286032302081457,0.05962732747168107,0.5043825415751907,0.5043825415751907,0.5148342393632777,0.8851967085192155,0.7920566279663878,1.2441596418231538,0.16183586109638226,0.47771424754662845,0.22683729770920333,0.6695883610501271,2019-01-01,"비교,가격,돈,할인"
12,유통,868,798,6.7661917146603505,6.682108597449809,0.0005572597202658924,0.0005836725289916289,0.0005696063391099713,0.0,0.0,0.0,0.4884249004518345,0.07170744180880853,0.17720711459571276,0.2783562846888679,0.0,0.0,0.0,0.0,2019-01-01,유통
13,원산지,16560,14427,9.71474542793925,9.576856729945773,0.010631590976501359,0.01055218493203287,0.010594472767107252,0.04061828563987549,0.3222282817913512,0.3222282817913512,0.5018742183832415,0.48598800439550593,0.46418502537281436,0.7291401328088126,0.240300950434358,0.2146777091515341,0.5481521878609008,0.4897028319849472,2019-01-01,"국내,중국,미국,제조,국산"
14,차단(바이러스),12941,11769,9.46815584482167,9.373224234877663,0.008308177465392759,0.008608072673812632,0.00844836292881596,0.03192277801866549,0.234961386197367,0.234961386197367,0.4911358839591515,0.1552141131732972,0.20268369341011122,0.3183748011098257,0.22315349512850696,0.07354842361138456,0.469922772394734,0.15488029487873786,2019-01-01,"코로나,메르스,감염,바이러스,확진,방역"
15,차단(먼지),375284,348249,12.8354383516537,12.76067302013757,0.24093393647495992,0.2547160082065235,0.24737634054937266,1.0,1.0,1.0,0.4860969703724871,0.0,0.15533029609761756,0.24399225855010132,0.9703812663857272,0.2415785541964193,1.0,0.24895220318524952,2019-01-01,"황사,미세먼지,먼지,외출,차단,인증,입자,허가,등급방진유해오염"
16,사이즈,97583,83333,11.48845857690216,11.330599908168274,0.06264870424274953,0.060951356965487986,0.06185528238080406,0.2483144401946619,0.7305791464755332,0.7305791464755332,0.5068662881744124,0.6397591838788028,0.6340576549657001,0.9959754353963076,0.397204539991019,0.6131675486157446,0.5314388918133124,0.8203860976503554,2019-01-01,"사이즈,중형,대형,소형,성인,여성,남자,여자,크기,유아,아동,어린이,아기,키즈"
17,차단(자외선),22573,19497,10.024509780783578,9.878015886562459,0.014491962748343308,0.014260480322994722,0.014383756714499695,0.055971529381451154,0.5,0.5,0.5040254392430976,0.5522522560560497,0.5397531317384408,0.8478422367107846,0.3308013467419952,0.3749272849416034,0.5882053401252973,0.6666666666666666,2019-01-01,"자외선,햇빛,기술,인증,테스트"
18,끈조절,98875,89525,11.501611705069955,11.402273194866634,0.06347817378028815,0.06548030470924258,0.06441406619947095,0.25868200097801947,0.7430076956035088,0.7430076956035088,0.49223730400511445,0.18914125495200831,0.21303433351286316,0.3346335485632044,0.7017935967802066,0.24402086641174184,0.8286717970690058,0.2881377242817516,2019-01-01,"귀,끈,조절,머리,고리,줄,연결,고정,양쪽위치밴드"
19,모자,2340,2111,7.757906208351747,7.65491704784832,0.0015022900292882356,0.0015440259507535446,0.0015217994089906856,0.0038580514139031153,0.06322109475004875,0.06322109475004875,0.49314977143888783,0.21724807224442458,0.22160928368476823,0.34810304879568216,0.05942918722713359,0.021565679375269955,0.1264421895000975,0.04588337558520819,2019-01-01,모자
20,피부,14221,12562,9.562475024372697,9.438431663014326,0.009129942951499144,0.009188088106757948,0.009157122797348356,0.034794498155477395,0.2547959707429745,0.2547959707429745,0.4984128983329626,0.3793686483035827,0.33419815394846897,0.5249572326438904,0.2204865152043769,0.12769762456633557,0.5031973138286496,0.2914332498044935,2019-01-01,"메이크업,묻어남,트러블,화장,안심"
21,밀착력,151481,131945,11.928215483525497,11.790140448072165,0.09725145125068856,0.09650710756616601,0.09690350916481556,0.39032120875452125,0.8228886320564951,0.8228886320564951,0.5019208020772546,0.48742292615596583,0.4659344355851597,0.7318880999444222,0.6121583395366713,0.5499162373521219,0.88192575470433,0.7922546526410307,2019-01-01,"코로나,부분,밀착,입,와이어,턱,라인,지지대,틈볼"
22,운동,21730,18859,9.986449073250474,9.844745532512365,0.013950753135227931,0.013793834867485125,0.013877401979672644,0.05391990491323194,0.47624470678814323,0.47624470678814323,0.5028279076936998,0.5153645829019098,0.5,0.7853981633974483,0.3367558616740951,0.3367558616740951,0.6508298045254289,0.6508298045254288,2019-01-01,"자전거,스노클링,야외,여행,운동,외부"
